Symbol,Name,Market Cap,Country,Sector,Industry
JBSS,John B. Sanfilippo & Son Inc. Common Stock,1010933995.00,United States,Consumer Non-Durables,Specialty Foods
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares,416156250.00,United States,Finance,Business Services
JCOM,j2 Global Inc. Common Stock,6252550643.00,United States,Technology,Telecommunications Equipment
JCS,Communications Systems Inc. Common Stock,61652467.00,United States,Public Utilities,Telecommunications Equipment
JCTCF,Jewett-Cameron Trading Company Common Shares,34298453.00,United States,,
JD,JD.com Inc. American Depositary Shares,121959416812.00,China,Miscellaneous,Business Services
JFIN,Jiayin Group Inc. American Depositary Shares,301459500.00,China,Finance,Finance: Consumer Services
JFU,9F Inc. American Depositary Shares,464004353.00,China,Finance,Finance: Consumer Services
JG,Aurora Mobile Limited American Depositary Shares,379681071.00,China,Technology,EDP Services
JJSF,J & J Snack Foods Corp. Common Stock,3333197997.00,United States,Consumer Non-Durables,Specialty Foods
JKHY,Jack Henry & Associates Inc. Common Stock,12358574939.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
JNCE,Jounce Therapeutics Inc. Common Stock,385086845.00,United States,Health Care,Major Pharmaceuticals
JOAN,JOANN Inc. Common Stock,617642520.00,United States,Consumer Non-Durables,Department/Specialty Retail Stores
JOBS,51job Inc. American Depositary Shares,5260102302.00,China,Technology,Diversified Commercial Services
JOFF,JOFF Fintech Acquisition Corp. Class A Common Stock,400338000.00,United States,,
JOUT,Johnson Outdoors Inc. Class A Common Stock,1215194379.00,United States,Consumer Non-Durables,Recreational Products/Toys
JRJC,China Finance Online Co. Limited American Depositary Shares,26031294.00,China,Finance,Investment Bankers/Brokers/Service
JRSH,Jerash Holdings (US) Inc. Common Stock,73106351.00,United States,Basic Industries,Industrial Specialties
JRVR,James River Group Holdings Ltd. Common Shares,1376098116.00,Bermuda,Finance,Property-Casualty Insurers
JUPW,Jupiter Wellness Inc. Common Stock,51003540.00,United States,Health Care,Major Pharmaceuticals
JVA,Coffee Holding Co. Inc. Common Stock,30826435.00,United States,Consumer Non-Durables,Specialty Foods
JWEL,Jowell Global Ltd. Ordinary Shares,164727134.00,China,Consumer Services,Other Consumer Services
JYAC,Jiya Acquisition Corp. Class A Common Stock,133126201.00,United States,,
JYNT,The Joint Corp. Common Stock,1147667889.00,United States,,
JZXN,Jiuzi Holdings Inc. Ordinary Shares,165438000.00,China,Consumer Durables,Automotive Aftermarket
KAII,Kismet Acquisition Two Corp. Class A Ordinary Shares,292207500.00,United States,Finance,Business Services
KAIR,Kairos Acquisition Corp. Class A Ordinary Shares,335685000.00,United States,Finance,Business Services
KALA,Kala Pharmaceuticals Inc. Common Stock,338601585.00,United States,Health Care,Major Pharmaceuticals
KALU,Kaiser Aluminum Corporation Common Stock,2040738976.00,United States,Basic Industries,Aluminum
KALV,KalVista Pharmaceuticals Inc. Common Stock,682860621.00,United Kingdom,Health Care,Major Pharmaceuticals
KARO,Karooooo Ltd. Ordinary Shares,796779174.00,Singapore,Technology,Computer Software: Prepackaged Software
KBAL,Kimball International Inc. Class B Common Stock,487765944.00,United States,Consumer Durables,Industrial Specialties
KBNT,Kubient Inc. Common Stock,81657631.00,United States,Technology,EDP Services
KBSF,KBS Fashion Group Limited Common Stock,10572500.00,China,Consumer Non-Durables,Apparel
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,7673422501.00,China,Technology,Computer Software: Prepackaged Software
KDMN,Kadmon Holdings Inc. Common Stock,681016501.00,United States,Health Care,Major Pharmaceuticals
KDNY,Chinook Therapeutics Inc. Common Stock,695568055.00,United States,Health Care,Major Pharmaceuticals
KDP,Keurig Dr Pepper Inc. Common Stock,49411359331.00,United States,Consumer Non-Durables,Beverages (Production/Distribution)
KE,Kimball Electronics Inc. Common Stock,542316936.00,United States,Capital Goods,Industrial Machinery/Components
KELYA,Kelly Services Inc. Class A Common Stock,992887340.00,United States,Technology,Diversified Commercial Services
KELYB,Kelly Services Inc. Class B Common Stock,1004304363.00,United States,Technology,Diversified Commercial Services
KEQU,Kewaunee Scientific Corporation Common Stock,40889396.00,United States,Capital Goods,Medical Specialities
KERN,Akerna Corp. Common Stock,61717724.00,United States,Health Care,Managed Health Care
KFFB,Kentucky First Federal Bancorp Common Stock,61371294.00,United States,Finance,Savings Institutions
KFRC,Kforce Inc. Common Stock,1362451571.00,United States,Technology,Diversified Commercial Services
KHC,The Kraft Heinz Company Common Stock,49769865265.00,United States,Consumer Non-Durables,Farming/Seeds/Milling
KIDS,OrthoPediatrics Corp. Common Stock,1315384827.00,United States,Health Care,Medical/Dental Instruments
KIII,Kismet Acquisition Three Corp. Class A Ordinary Shares,351621875.00,United States,Finance,Business Services
KIN,Kindred Biosciences Inc. Common Stock,413868095.00,United States,Health Care,Major Pharmaceuticals
KINS,Kingstone Companies Inc. Common Stock,82241028.00,United States,Finance,Specialty Insurers
KINZ,KINS Technology Group Inc. Class A Common Stock,340860000.00,United States,,
KIRK,Kirkland's Inc. COMMONSTOCK,325243853.00,United States,Miscellaneous,Diversified Commercial Services
KLAC,KLA Corporation Common Stock,48476896692.00,United States,Capital Goods,Electronic Components
KLAQ,KL Acquisition Corp Class A Common Stock,348414063.00,United States,,
KLDO,Kaleido Biosciences Inc. Common Stock,310811353.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLIC,Kulicke and Soffa Industries Inc. Common Stock,3813189664.00,Singapore,Technology,Semiconductors
KLXE,KLX Energy Services Holdings Inc. Common Stock,93343744.00,United States,Energy,Oilfield Services/Equipment
KMDA,Kamada Ltd. Ordinary Shares,276526350.00,Israel,Health Care,Major Pharmaceuticals
KMPH,KemPharm Inc. Common Stock,406799128.00,United States,Health Care,Major Pharmaceuticals
KNBE,KnowBe4 Inc. Class A Common Stock,5643301862.00,United States,Technology,Computer Software: Programming Data Processing
KNDI,Kandi Technologies Group Inc Common Stock,467402841.00,China,Capital Goods,Auto Parts:O.E.M.
KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock,1027030471.00,United States,Health Care,Major Pharmaceuticals
KNSL,Kinsale Capital Group Inc. Common Stock,3697175847.00,United States,Finance,Property-Casualty Insurers
KNTE,Kinnate Biopharma Inc. Common Stock,1076300934.00,United States,Health Care,Major Pharmaceuticals
KOD,Kodiak Sciences Inc Common Stock,4624102188.00,United States,Health Care,Major Pharmaceuticals
KOPN,Kopin Corporation Common Stock,735756076.00,United States,Capital Goods,Industrial Machinery/Components
KOR,Corvus Gold Inc. Common Shares,363950354.00,Canada,Basic Industries,Precious Metals
KOSS,Koss Corporation Common Stock,210195192.00,United States,Consumer Non-Durables,Consumer Electronics/Appliances
KPLT,Katapult Holdings Inc. Common Stock,1107594010.00,United States,,
KPTI,Karyopharm Therapeutics Inc. Common Stock,825267311.00,United States,Miscellaneous,Diversified Commercial Services
KRBP,Kiromic BioPharma Inc. Common Stock,73518900.00,United States,Consumer Durables,Specialty Chemicals
KRKR,36Kr Holdings Inc. American Depositary Shares,97158078.00,China,Miscellaneous,Business Services
KRMD,Repro Med Systems Inc. Common Stock,198426176.00,United States,Health Care,Medical/Dental Instruments
KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares,371033125.00,United States,Finance,Business Services
KRNT,Kornit Digital Ltd. Ordinary Shares,5714995700.00,Israel,Capital Goods,Industrial Machinery/Components
KRNY,Kearny Financial Corp Common Stock,999409076.00,United States,Finance,Savings Institutions
KRON,Kronos Bio Inc. Common Stock,1399503556.00,United States,Consumer Durables,Specialty Chemicals
KROS,Keros Therapeutics Inc. Common Stock,1045799188.00,United States,Consumer Durables,Specialty Chemicals
KRT,Karat Packaging Inc. Common Stock,391627765.00,United States,Capital Goods,Office Equipment/Supplies/Services
KRTX,Karuna Therapeutics Inc. Common Stock,3726423844.00,United States,Health Care,Major Pharmaceuticals
KRUS,Kura Sushi USA Inc. Class A Common Stock,330498611.00,United States,Consumer Services,Restaurants
KRYS,Krystal Biotech Inc. Common Stock,1502587109.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSI,Kadem Sustainable Impact Corporation Class A common stock,210656250.00,United States,,
KSMT,Kismet Acquisition One Corp Ordinary Shares,314642500.00,Russia,Finance,Business Services
KSPN,Kaspien Holdings Inc. Common Stock,60576761.00,United States,Consumer Services,Consumer Electronics/Video Chains
KTCC,Key Tronic Corporation Common Stock,70906291.00,United States,Technology,Computer peripheral equipment
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,3417840713.00,United States,Consumer Non-Durables,Ordnance And Accessories
KTRA,Kintara Therapeutics Inc. Common Stock,77630695.00,United States,Health Care,Major Pharmaceuticals
KURA,Kura Oncology Inc. Common Stock,1473926643.00,United States,Health Care,Major Pharmaceuticals
KURI,Alkuri Global Acquisition Corp. Class A common stock,426937500.00,United States,,
KVHI,KVH Industries Inc. Common Stock,236197037.00,United States,Technology,Radio And Television Broadcasting And Communications Equipment
KVSA,Khosla Ventures Acquisition Co. Class A Common Stock,449896100.00,United States,,
KVSB,Khosla Ventures Acquisition Co. II Class A Common Stock,514795088.00,United States,,
KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,659985709.00,United States,,
KXIN,Kaixin Auto Holdings Ordinary Share,157100234.00,China,Finance,Business Services
KYMR,Kymera Therapeutics Inc. Common Stock,1998435572.00,United States,Consumer Durables,Specialty Chemicals
KZIA,Kazia Therapeutics Limited American Depositary Shares,129231479.00,Australia,Health Care,Major Pharmaceuticals
KZR,Kezar Life Sciences Inc. Common Stock,278920179.00,United States,Health Care,Major Pharmaceuticals
LABP,Landos Biopharma Inc. Common Stock,481411176.00,United States,Consumer Durables,Specialty Chemicals
LAKE,Lakeland Industries Inc. Common Stock,181384982.00,United States,Health Care,Industrial Specialties
LAMR,Lamar Advertising Company Class A Common Stock,10688297507.00,United States,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation Common Stock,5387526550.00,United States,Consumer Non-Durables,Packaged Foods
LAND,Gladstone Land Corporation Common Stock,737457963.00,United States,Consumer Services,Real Estate Investment Trusts
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,619431834.00,United States,Consumer Services,Real Estate Investment Trusts
LARK,Landmark Bancorp Inc. Common Stock,129379629.00,United States,Finance,Major Banks
LASR,nLIGHT Inc. Common Stock,1397246200.00,United States,Technology,Semiconductors
LATN,Union Acquisition Corp. II Ordinary Shares,252500000.00,United States,Finance,Business Services
LAUR,Laureate Education Inc. Class A Common Stock,2936361105.00,United States,Miscellaneous,Other Consumer Services
LAWS,Lawson Products Inc. Common Stock,477716361.00,United States,Capital Goods,Industrial Machinery/Components
LAZR,Luminar Technologies Inc.  Class A Common Stock,8247730382.00,United States,Technology,EDP Services
LAZY,Lazydays Holdings Inc. Common Stock,259360745.00,United States,Consumer Services,Other Specialty Stores
LBAI,Lakeland Bancorp Inc. Common Stock,907282188.00,United States,Finance,Major Banks
LBC,Luther Burbank Corporation Common Stock,630961497.00,United States,Finance,Commercial Banks
LBPH,Longboard Pharmaceuticals Inc. Common Stock,153216615.00,United States,Health Care,Major Pharmaceuticals
LBPS,4D pharma plc American Depositary Shares,244533177.00,United Kingdom,Health Care,Major Pharmaceuticals
LBRDA,Liberty Broadband Corporation Class A Common Stock,31731733377.00,United States,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,32763336496.00,United States,Consumer Services,Television Services
LBTYA,Liberty Global plc Class A Ordinary Shares,16039035120.00,United Kingdom,Consumer Services,Television Services
LBTYB,Liberty Global plc Class B Ordinary Shares,15666559286.00,United Kingdom,Consumer Services,Television Services
LBTYK,Liberty Global plc Class C Ordinary Shares,15988242961.00,United Kingdom,Consumer Services,Television Services
LCAP,Lionheart Acquisition Corp. II Class A Common Stock,289590000.00,United States,,
LCNB,LCNB Corporation Common Stock,212306017.00,United States,Finance,Major Banks
LCUT,Lifetime Brands Inc. Common Stock,307938987.00,United States,Consumer Durables,Home Furnishings
LCY,Landcadia Holdings III Inc. Class A Common Stock,777500000.00,United States,,
LDHA,LDH Growth Corp I Class A Ordinary Shares,281175000.00,United States,Finance,Business Services
LE,Lands' End Inc. Common Stock,1148033382.00,United States,Consumer Services,Clothing/Shoe/Accessory Stores
LECO,Lincoln Electric Holdings Inc. Common Shares,7868500185.00,United States,Capital Goods,Industrial Machinery/Components
LEDS,SemiLEDS Corporation Common Stock,78102698.00,Taiwan,Technology,Semiconductors
LEE,Lee Enterprises Incorporated Common Stock,174835841.00,United States,Consumer Services,Newspapers/Magazines
LEGA,Lead Edge Growth Opportunities Ltd Class A Ordinary Shares,221308908.00,United States,Finance,Business Services
LEGH,Legacy Housing Corporation Common Stock (TX),416043227.00,United States,Basic Industries,Homebuilding
LEGN,Legend Biotech Corporation American Depositary Shares,5429482008.00,United States,Health Care,Major Pharmaceuticals
LEGO,Legato Merger Corp. Common stock,304282641.00,United States,,
LESL,Leslie's Inc. Common Stock,5228039713.00,United States,Consumer Services,
LEVL,Level One Bancorp Inc. Common Stock,205987212.00,United States,,
LEXX,Lexaria Bioscience Corp. Common Stock,35730324.00,Canada,Consumer Non-Durables,Farming/Seeds/Milling
LFMD,LifeMD Inc. Common Stock,336134484.00,United States,Miscellaneous,Diversified Commercial Services
LFST,LifeStance Health Group Inc. Common Stock,10499527009.00,United States,,
LFTR,Lefteris Acquisition Corp. Class A Common Stock,251884081.00,United States,,
LFUS,Littelfuse Inc. Common Stock,6075700311.00,United States,Technology,Electronic Components
LFVN,Lifevantage Corporation Common Stock (Delaware),97053611.00,United States,Consumer Non-Durables,Farming/Seeds/Milling
LGAC,Lazard Growth Acquisition Corp. I Ordinary Shares,698625000.00,,Finance,Business Services
LGHL,Lion Group Holding Ltd. American Depositary Share,79995440.00,China,Finance,Investment Bankers/Brokers/Service
LGIH,LGI Homes Inc. Common Stock,3830426983.00,United States,Capital Goods,Homebuilding
LGND,Ligand Pharmaceuticals Incorporated Common Stock,2320800390.00,United States,Health Care,Major Pharmaceuticals
LGO,Largo Resources Ltd. Common Shares,1032422636.00,Canada,,
LGVN,Longeveron Inc. Class A Common Stock,149021079.00,United States,Consumer Durables,Specialty Chemicals
LHAA,Lerer Hippeau Acquisition Corp. Class A Common Stock,282328745.00,United States,,
LHCG,LHC Group Common Stock,6469080439.00,United States,Health Care,Medical/Nursing Services
LHDX,Lucira Health Inc. Common Stock,202510544.00,United States,Health Care,Precision Instruments
LI,Li Auto Inc. American Depositary Shares,28659126830.00,China,Capital Goods,Auto Manufacturing
LIFE,aTyr Pharma Inc. Common Stock,77270933.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LILA,Liberty Latin America Ltd. Class A Common Stock,3387247832.00,United States,Consumer Services,Television Services
LILAK,Liberty Latin America Ltd. Class C Common Stock,3450451489.00,United States,Consumer Services,Television Services
LINC,Lincoln Educational Services Corporation Common Stock,213016082.00,United States,Miscellaneous,Service to the Health Industry
LIND,Lindblad Expeditions Holdings Inc. Common Stock,811554932.00,United States,,
LINK,Interlink Electronics Inc. Common Stock,59408037.00,United States,Capital Goods,Industrial Machinery/Components
LIQT,LiqTech International Inc. Common Stock,163330298.00,Denmark,Capital Goods,Industrial Machinery/Components
LITE,Lumentum Holdings Inc. Common Stock,6272376000.00,United States,Technology,Computer peripheral equipment
LIVE,Live Ventures Incorporated Common Stock,107617837.00,United States,Capital Goods,Recreational Products/Toys
LIVK,LIV Capital Acquisition Corp. Class A Ordinary Shares,101223675.00,Mexico,Finance,Business Services
LIVN,LivaNova PLC Ordinary Shares,4230493514.00,United Kingdom,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIVX,LiveXLive Media Inc. Common Stock,344182311.00,United States,Consumer Services,Movies/Entertainment
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,39760087.00,United States,Health Care,Major Pharmaceuticals
LIZI,LIZHI INC. American Depositary Shares,360191383.00,China,Technology,Computer Software: Programming Data Processing
LJAQ,LightJump Acquisition Corporation Common Stock,169704900.00,United States,Finance,Business Services
LJPC,La Jolla Pharmaceutical Company Common Stock,130763759.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LKCO,Luokung Technology Corp Ordinary Shares,797795383.00,China,Consumer Services,Telecommunications Equipment
LKFN,Lakeland Financial Corporation Common Stock,1595097568.00,United States,Finance,Major Banks
LKQ,LKQ Corporation Common Stock,15062670267.00,United States,Capital Goods,Automotive Aftermarket
LLNW,Limelight Networks Inc. Common Stock,417286032.00,United States,,
LMACA,Liberty Media Acquisition Corporation Series A Common Stock,585925000.00,United States,,
LMAO,LMF Acquisition Opportunities Inc. Class A common stock,128975490.00,United States,,
LMAT,LeMaitre Vascular Inc. Common Stock,1305027947.00,United States,Health Care,Medical/Dental Instruments
LMB,Limbach Holdings Inc. Common Stock,96878527.00,United States,Consumer Services,Military/Government/Technical
LMFA,LM Funding America Inc. Common Stock,23173187.00,United States,Finance,Finance: Consumer Services
LMNL,Liminal BioSciences Inc. Common Shares,120074794.00,Canada,,
LMNR,Limoneira Co Common Stock,315684390.00,United States,,
LMNX,Luminex Corporation Common Stock,1738782738.00,United States,Health Care,Medical/Dental Instruments
LMPX,LMP Automotive Holdings Inc. Common Stock,157662972.00,United States,,
LMRK,Landmark Infrastructure Partners LP Common Units,325749318.00,United States,Consumer Services,Real Estate
LMST,Limestone Bancorp Inc. Common Stock,125309234.00,United States,Finance,Major Banks
LNDC,Landec Corporation Common Stock (DE),325594435.00,United States,Consumer Non-Durables,Farming/Seeds/Milling
LNSR,LENSAR Inc. Common Stock,85931046.00,United States,Health Care,Medical Electronics
LNT,Alliant Energy Corporation Common Stock,14290186956.00,United States,Public Utilities,Power Generation
LNTH,Lantheus Holdings Inc. Common Stock,1835644632.00,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LOAN,Manhattan Bridge Capital Inc,68301610.00,United States,Consumer Services,Real Estate Investment Trusts
LOB,Live Oak Bancshares Inc. Common Stock,2647086893.00,United States,Finance,Commercial Banks
LOCO,El Pollo Loco Holdings Inc. Common Stock,652946874.00,United States,Consumer Services,Restaurants
LOGC,LogicBio Therapeutics Inc. Common Stock,142149229.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LOGI,Logitech International S.A. Ordinary Shares,20339127344.00,United States,Technology,Computer peripheral equipment
LOOP,Loop Industries Inc. Common Stock,554603492.00,Canada,Public Utilities,Telecommunications Equipment
LOPE,Grand Canyon Education Inc. Common Stock,4190961259.00,United States,Miscellaneous,Service to the Health Industry
LORL,Loral Space and Communications Inc. Common Stock,1211326529.00,United States,Technology,Radio And Television Broadcasting And Communications Equipment
LOTZ,CarLotz Inc. Class A Common Stock,638825737.00,United States,Consumer Services,Other Specialty Stores
LOVE,The Lovesac Company Common Stock,1117343743.00,United States,,
LPCN,Lipocine Inc. Common Stock,132435975.00,United States,Health Care,Major Pharmaceuticals
LPLA,LPL Financial Holdings Inc. Common Stock,11397499600.00,United States,Finance,Investment Bankers/Brokers/Service
LPRO,Open Lending Corporation Class A Common Stock,4908182138.00,United States,Finance,Finance: Consumer Services
LPSN,LivePerson Inc. Common Stock,4439231738.00,United States,Technology,EDP Services
LPTH,LightPath Technologies Inc. Class A Common Stock,73321956.00,United States,Capital Goods,Electronic Components
LPTX,Leap Therapeutics Inc. Common Stock,101442424.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQDA,Liquidia Corporation Common Stock,151241317.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQDT,Liquidity Services Inc. Common Stock,732493245.00,United States,Consumer Services,Catalog/Specialty Distribution
LRCX,Lam Research Corporation Common Stock,89912940492.00,United States,Technology,Industrial Machinery/Components
LRMR,Larimar Therapeutics Inc. Common Stock,178622298.00,United States,Health Care,Major Pharmaceuticals
LSAQ,LifeSci Acquisition II Corp. Common Stock,101614705.00,United States,,
LSBK,Lake Shore Bancorp Inc. Common Stock,88319048.00,United States,Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation Common Stock,7629142585.00,United States,Technology,Semiconductors
LSEA,Landsea Homes Corporation Common Stock,368397484.00,United States,,
LSTR,Landstar System Inc. Common Stock,6168416342.00,United States,Transportation,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,15912592925.00,United States,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,15268304051.00,United States,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,15798500104.00,United States,Consumer Services,Broadcasting
LTBR,Lightbridge Corporation Common Stock,45377061.00,United States,Miscellaneous,Business Services
LTCH,Latch Inc. Common Stock,1740327118.00,United States,,
LTRN,Lantern Pharma Inc. Common Stock,170628881.00,United States,Health Care,Major Pharmaceuticals
LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,328452296.00,United States,,
LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,2349000215.00,United States,,
LTRX,Lantronix Inc. Common Stock,149960286.00,United States,Capital Goods,Telecommunications Equipment
LULU,lululemon athletica inc. Common Stock,49228453944.00,Canada,,
LUMO,Lumos Pharma Inc. Common Stock,92876589.00,United States,Health Care,Major Pharmaceuticals
LUNA,Luna Innovations Incorporated Common Stock,343095163.00,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LUNG,Pulmonx Corporation Common Stock,1612302856.00,United States,Health Care,Industrial Specialties
LUXA,Lux Health Tech Acquisition Corp. Class A Common Stock,426506250.00,United States,,
LVOX,LiveVox Holding Inc. Class A Common Stock,266458110.00,United States,Consumer Services,Services-Misc. Amusement & Recreation
LVRA,Levere Holdings Corp. Class A Ordinary Shares,269928893.00,Cayman Islands,Finance,Business Services
LVTX,LAVA Therapeutics N.V. Ordinary Shares,278013773.00,Netherlands,Health Care,Major Pharmaceuticals
LWAC,Locust Walk Acquisition Corp. Class A Common Stock,217691263.00,United States,Consumer Services,Other Pharmaceuticals
LWAY,Lifeway Foods Inc. Common Stock,80657580.00,United States,Consumer Non-Durables,Specialty Foods
LX,LexinFintech Holdings Ltd. American Depositary Shares,2360219398.00,China,Finance,Finance: Consumer Services
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,141631375.00,China,Consumer Services,Other Consumer Services
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,825898210.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LYEL,Lyell Immunopharma Inc. Common Stock,3882850996.00,United States,,
LYFT,Lyft Inc. Class A Common Stock,20256386118.00,United States,Transportation,Other Transportation
LYL,Dragon Victory International Limited Ordinary Shares,17817373.00,China,Finance,Finance/Investors Services
LYRA,Lyra Therapeutics Inc. Common Stock,112069525.00,United States,Consumer Durables,Specialty Chemicals
LYTS,LSI Industries Inc. Common Stock,218349906.00,United States,Consumer Durables,Building Products
MAAC,Montes Archimedes Acquisition Corp. Class A Common Stock,507750414.00,United States,,
MACA,Moringa Acquisition Corp Class A Ordinary Shares,143647850.00,United States,Finance,Business Services
MACK,Merrimack Pharmaceuticals Inc. Common Stock,85825555.00,United States,Health Care,Major Pharmaceuticals
MACQ,MCAP Acquisition Corporation Class A Common Stock,304865000.00,United States,,
MACU,Mallard Acquisition Corp. Common stock,137087500.00,United States,,
MAGS,Magal Security Systems Ltd. Ordinary Shares,113271887.00,Israel,Capital Goods,Telecommunications Equipment
MANH,Manhattan Associates Inc. Common Stock,9263323935.00,United States,Technology,Computer Software: Prepackaged Software
MANT,ManTech International Corporation Common Stock $0.01 Par Value,3645192256.00,United States,Technology,EDP Services
MAPS,WM Technology Inc. Class A Common Stock ,,United States,,
MAQC,Maquia Capital Acquisition Corporation Class A Common Stock,221924441.00,United States,,
MAR,Marriott International Class A Common Stock,45634984996.00,United States,Consumer Services,Hotels/Resorts
MARA,Marathon Digital Holdings Inc. Common Stock,2804457427.00,United States,Miscellaneous,Multi-Sector Companies
MARK,Remark Holdings Inc. Common Stock,194838035.00,United States,Consumer Services,Telecommunications Equipment
MARPS,Marine Petroleum Trust Units of Beneficial Interest,9760000.00,United States,Energy,Oilfield Services/Equipment
MASI,Masimo Corporation Common Stock,13427805468.00,United States,Health Care,Medical/Dental Instruments
MASS,908 Devices Inc. Common Stock,1080540095.00,United States,Health Care,Medical/Dental Instruments
MAT,Mattel Inc. Common Stock,6874371590.00,United States,Consumer Non-Durables,Recreational Products/Toys
MATW,Matthews International Corporation Class A Common Stock,1132975756.00,United States,Miscellaneous,Other Consumer Services
MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,883410234.00,Singapore,Finance,Investment Managers
MAYS,J. W. Mays Inc. Common Stock,62650442.00,United States,Consumer Services,Building operators
MBCN,Middlefield Banc Corp. Common Stock,148928869.00,United States,Finance,Major Banks
MBII,Marrone Bio Innovations Inc. Common Stock,256923708.00,United States,Basic Industries,Major Chemicals
MBIN,Merchants Bancorp Common Stock,1167403558.00,United States,Finance,Major Banks
MBIO,Mustang Bio Inc. Common Stock,309962233.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBOT,Microbot Medical Inc. Common Stock,57789121.00,Israel,Health Care,Medical/Dental Instruments
MBRX,Moleculin Biotech Inc. Common Stock,111502146.00,United States,Health Care,Major Pharmaceuticals
MBTC,Nocturne Acquisition Corporation Ordinary Shares,147806400.00,United States,Finance,Business Services
MBUU,Malibu Boats Inc. Class A Common Stock,1547266492.00,United States,Consumer Non-Durables,Recreational Products/Toys
MBWM,Mercantile Bank Corporation Common Stock,492993730.00,United States,Finance,Major Banks
MCAD,Mountain Crest Acquisition Corp. II Common Stock,75045975.00,United States,,
MCAE,Mountain Crest Acquisition Corp. III Common Stock,68677558.00,United States,,
MCBC,Macatawa Bank Corporation Common Stock,308422051.00,United States,Finance,Major Banks
MCBS,MetroCity Bankshares Inc. Common Stock,448314245.00,United States,Finance,Major Banks
MCFE,McAfee Corp. Class A Common Stock,12216223849.00,United States,Technology,Computer Software: Prepackaged Software
MCFT,MasterCraft Boat Holdings Inc. Common Stock,492331626.00,United States,Consumer Non-Durables,Recreational Products/Toys
MCHP,Microchip Technology Incorporated Common Stock,40693267717.00,United States,Technology,Semiconductors
MCHX,Marchex Inc. Class B Common Stock,113796095.00,United States,Miscellaneous,Business Services
MCMJ,Merida Merger Corp. I Common Stock,163064522.00,United States,,
MCRB,Seres Therapeutics Inc. Common Stock,2160837544.00,United States,Health Care,Major Pharmaceuticals
MCRI,Monarch Casino & Resort Inc. Common Stock,1249633155.00,United States,Consumer Services,Movies/Entertainment
MDB,MongoDB Inc. Class A Common Stock,23565386331.00,United States,Technology,Computer Software: Prepackaged Software
MDCA,MDC Partners Inc. CL A Subordinate Voting Shares,425256193.00,Canada,,
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,1671896046.00,United States,Health Care,Major Pharmaceuticals
MDGS,Medigus Ltd. American Depositary Shares,44227143.00,Israel,Health Care,Medical/Dental Instruments
MDIA,Mediaco Holding Inc. Class A Common Stock ,26611725.00,United States,Consumer Services,Broadcasting
MDJH,MDJM LTD Ordinary Share,79623209.00,China,Finance,Real Estate
MDLZ,Mondelez International Inc. Class A Common Stock,88749655132.00,United States,Consumer Non-Durables,Specialty Foods
MDNA,Medicenna Therapeutics Corp. Common Shares,160545364.00,Canada,,
MDRR,Medalist Diversified REIT Inc. Common Stock,21277624.00,United States,Consumer Services,Real Estate Investment Trusts
MDRX,Allscripts Healthcare Solutions Inc. Common Stock,2651081817.00,United States,Technology,EDP Services
MDVL,MedAvail Holdings Inc. Common Stock,438380829.00,United States,Health Care,Major Pharmaceuticals
MDWD,MediWound Ltd. Ordinary Shares,155570497.00,Israel,Health Care,Major Pharmaceuticals
